50.3303328333,8.7582715
50.3303198333,8.7582578333
50.3303068333,8.7582406667
50.3302943333,8.7582218333
50.3302828333,8.7582013333
50.330271,8.7581805
50.3302615,8.75816
50.330253,8.7581406667
50.3302426667,8.7581216667
50.3302316667,8.7581005
50.3302221667,8.75808
50.3302136667,8.7580586667
50.3302033333,8.758035
50.3301951667,8.758013
50.3301866667,8.7579908333
50.3301781667,8.757968
50.3301691667,8.7579498333
50.3301605,8.757929
50.3301506667,8.7579065
50.3301416667,8.7578836667
50.330131,8.7578645
50.3301196667,8.757851
50.3301033333,8.7578453333
50.3300868333,8.7578485
50.33007,8.7578543333
50.3300525,8.7578603333
50.3300328333,8.757867
50.3300135,8.7578715
50.3299958333,8.7578776667
50.3299788333,8.7578856667
50.329962,8.757894
50.3299446667,8.7579021667
50.3299273333,8.7579111667
50.32991,8.757916
50.329893,8.7579248333
50.3298763333,8.757936
50.3298623333,8.7579503333
50.3298465,8.7579586667
50.3298321667,8.7579713333
50.3298176667,8.7579846667
50.329804,8.7579986667
50.3297903333,8.7580113333
50.3297748333,8.7580218333
50.3297615,8.7580348333
50.3297485,8.7580496667
50.3297386667,8.7580686667
50.3297298333,8.7580876667
50.3297208333,8.758107
50.3297145,8.7581301667
50.3297128333,8.7581543333
50.329717,8.758177
50.3297235,8.7581963333
50.3297303333,8.7582161667
50.3297378333,8.7582386667
50.3297446667,8.7582606667
50.3297503333,8.7582831667
50.3297565,8.7583051667
50.3297621667,8.7583301667
50.3297706667,8.758348
50.3297775,8.7583698333
50.3297851667,8.7583941667
50.3297915,8.7584181667
50.3297985,8.7584408333
50.3298066667,8.7584621667
50.3298156667,8.7584838333
50.3298228333,8.7585091667
50.3298288333,8.7585338333
50.3298335,8.7585591667
50.3298398333,8.7585806667
50.3298458333,8.758603
50.3298618333,8.7586123333
50.3298693333,8.758632
50.3298715,8.7586533333
50.3298656667,8.758677
50.3298591667,8.7586943333
50.3298483333,8.7587161667
50.3298413333,8.7587325
50.329829,8.7587493333
50.329817,8.7587613333
50.3298045,8.7587658333
50.3297925,8.7587646667
50.329785,8.7587615
50.3297813333,8.7587621667
50.3297803333,8.7587646667
50.3297806667,8.7587653333
